CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpend,AvgSpend,NumTransactions,LastTransaction,UniqueProducts,NumInteractions,LastInteraction,IssuesUnresolved,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
663,23,F,Divorced,Low,1160.99,193.49833333333333,6,2022-09-19,5,1.0,2022-02-23,1.0,2023-04-12,3,Mobile App,0
664,42,F,Widowed,Medium,1972.94,328.8233333333333,6,2022-11-27,4,1.0,2022-10-29,1.0,2023-08-24,45,Online Banking,0
665,52,F,Widowed,High,1405.19,281.038,5,2022-08-30,3,1.0,2022-12-30,1.0,2023-06-15,36,Online Banking,0
666,33,M,Single,Medium,474.38,474.38,1,2022-01-14,1,,,,2023-10-22,41,Online Banking,0
667,21,F,Divorced,Low,1442.15,240.35833333333335,6,2022-08-27,4,1.0,2022-03-08,0.0,2023-10-19,8,Online Banking,0
668,64,M,Married,Medium,1668.59,238.36999999999998,7,2022-12-25,3,1.0,2022-12-15,1.0,2023-06-03,32,Website,0
669,55,F,Divorced,High,2232.41,279.05125,8,2022-11-02,4,2.0,2022-12-20,1.0,2023-11-06,19,Website,0
670,61,F,Divorced,Low,143.34,143.34,1,2022-11-05,1,,,,2023-04-02,12,Online Banking,0
671,37,F,Divorced,High,2587.47,287.49666666666667,9,2022-12-11,3,1.0,2022-10-22,0.0,2023-02-28,45,Online Banking,0
672,42,F,Single,Low,77.31,77.31,1,2022-05-30,1,2.0,2022-06-25,0.0,2023-04-01,45,Mobile App,0
673,24,F,Single,Medium,1779.5,222.4375,8,2022-12-06,4,2.0,2022-03-31,0.0,2023-07-02,13,Mobile App,0
674,38,M,Single,Medium,2314.49,257.16555555555556,9,2022-09-20,5,2.0,2022-03-20,1.0,2023-01-23,44,Online Banking,1
675,24,M,Single,High,2461.3,273.4777777777778,9,2022-12-26,5,2.0,2022-07-21,0.0,2023-06-07,48,Online Banking,0
676,46,M,Single,High,923.55,184.70999999999998,5,2022-12-30,4,,,,2023-11-16,45,Mobile App,0
677,69,F,Married,Low,308.82,308.82,1,2022-04-22,1,2.0,2022-08-12,1.0,2023-07-05,7,Website,1
678,24,M,Divorced,High,864.3,216.075,4,2022-12-10,3,1.0,2022-10-09,0.0,2023-04-22,47,Online Banking,0
679,20,F,Divorced,High,1700.3,242.9,7,2022-12-26,4,2.0,2022-07-20,1.0,2023-08-31,47,Website,0
680,46,M,Married,Medium,2490.85,276.7611111111111,9,2022-12-13,4,,,,2023-12-24,16,Website,0
681,46,M,Married,High,1463.19,365.7975,4,2022-09-26,3,,,,2023-06-22,32,Mobile App,0
682,56,M,Married,High,1084.11,216.82199999999997,5,2022-12-16,5,1.0,2022-08-16,0.0,2023-09-14,9,Mobile App,1
683,55,F,Married,Low,1383.28,276.656,5,2022-11-24,3,2.0,2022-06-14,1.0,2023-08-19,26,Online Banking,0
684,23,M,Single,Medium,1240.94,248.18800000000002,5,2022-11-16,4,1.0,2022-01-21,0.0,2023-07-24,48,Mobile App,0
685,63,F,Divorced,Medium,534.74,267.37,2,2022-03-18,2,,,,2023-07-27,40,Website,1
686,27,M,Married,Low,1019.6700000000001,254.91750000000002,4,2022-12-04,3,,,,2023-07-29,47,Website,0
687,54,F,Widowed,Medium,1446.69,160.74333333333334,9,2022-12-17,4,1.0,2022-01-16,0.0,2023-11-24,20,Online Banking,0
688,31,F,Married,Low,2281.4700000000003,253.4966666666667,9,2022-12-12,5,2.0,2022-12-03,1.0,2023-10-05,6,Website,0
689,39,F,Divorced,Low,897.51,224.3775,4,2022-12-21,3,,,,2023-01-24,11,Mobile App,0
690,49,F,Widowed,High,638.06,212.68666666666664,3,2022-12-20,3,,,,2023-12-22,29,Online Banking,0
691,35,F,Married,High,683.19,341.595,2,2022-11-21,1,,,,2023-01-11,7,Mobile App,1
692,53,F,Single,Low,1421.26,284.252,5,2022-11-23,3,,,,2023-06-24,29,Website,0
693,63,F,Single,High,2154.62,269.3275,8,2022-12-15,4,1.0,2022-07-07,0.0,2023-10-01,43,Mobile App,0
694,69,F,Widowed,High,1500.44,214.34857142857143,7,2022-10-03,3,,,,2023-01-12,4,Online Banking,0
695,26,F,Single,Medium,2615.4300000000003,290.60333333333335,9,2022-12-25,4,2.0,2022-04-19,1.0,2023-02-09,24,Mobile App,1
696,43,F,Widowed,Medium,55.77,55.77,1,2022-03-27,1,1.0,2022-10-19,1.0,2023-02-10,3,Website,1
697,39,M,Married,High,489.1,244.55,2,2022-09-14,2,,,,2023-07-11,12,Online Banking,0
698,63,F,Divorced,Low,273.02,136.51,2,2022-11-07,1,,,,2023-07-03,35,Website,0
699,55,M,Widowed,Low,994.16,248.54,4,2022-11-26,2,,,,2023-02-14,8,Mobile App,1
700,40,M,Married,High,2810.28,351.285,8,2022-09-17,5,2.0,2022-03-03,1.0,2023-12-18,38,Online Banking,0
701,34,F,Widowed,High,2395.1,266.1222222222222,9,2022-11-01,4,,,,2023-01-18,41,Online Banking,0
702,43,M,Divorced,Low,681.77,136.35399999999998,5,2022-10-18,3,,,,2023-12-31,38,Mobile App,1
703,64,F,Single,Medium,1289.55,184.22142857142856,7,2022-11-03,4,2.0,2022-07-19,0.0,2023-09-16,15,Mobile App,0
704,55,F,Single,Medium,948.6800000000001,316.2266666666667,3,2022-04-30,2,,,,2023-11-03,5,Website,0
705,19,M,Widowed,Low,1783.47,254.78142857142856,7,2022-08-26,4,2.0,2022-10-14,2.0,2023-05-16,40,Website,0
706,23,F,Divorced,High,104.0,104.0,1,2022-05-24,1,1.0,2022-05-23,1.0,2023-03-27,16,Online Banking,0
707,24,M,Married,Medium,35.24,35.24,1,2022-04-15,1,1.0,2022-02-02,1.0,2023-01-02,46,Online Banking,0
708,30,M,Married,Low,807.48,269.16,3,2022-12-15,3,1.0,2022-04-07,1.0,2023-09-29,28,Website,0
709,44,M,Married,High,346.94,346.94,1,2022-05-11,1,,,,2023-07-21,13,Mobile App,0
710,28,M,Widowed,High,1373.66,228.94333333333336,6,2022-12-05,3,,,,2023-04-29,41,Website,0
711,32,F,Single,Medium,391.99,391.99,1,2022-05-27,1,1.0,2022-10-12,1.0,2023-02-26,11,Website,0
712,26,F,Widowed,High,1159.3899999999999,231.878,5,2022-12-03,3,2.0,2022-06-26,0.0,2023-11-30,37,Mobile App,0
713,25,F,Widowed,Low,1792.54,224.0675,8,2022-11-06,4,1.0,2022-02-23,0.0,2023-03-12,3,Website,0
714,63,M,Widowed,Low,1170.32,146.29,8,2022-12-24,3,,,,2023-09-08,8,Mobile App,0
715,23,F,Married,Low,555.91,277.955,2,2022-08-10,1,1.0,2022-10-27,1.0,2023-06-02,38,Online Banking,0
716,65,M,Divorced,Low,3220.3,357.81111111111113,9,2022-11-17,5,2.0,2022-05-07,1.0,2023-01-11,47,Mobile App,1
717,60,M,Widowed,High,1950.63,278.6614285714286,7,2022-09-30,3,2.0,2022-11-15,2.0,2023-05-03,34,Website,0
718,21,M,Married,Low,1845.21,307.535,6,2022-10-17,4,1.0,2022-08-17,1.0,2023-07-12,38,Mobile App,0
719,28,M,Widowed,Medium,434.86,217.43,2,2022-09-26,2,,,,2023-12-16,42,Online Banking,0
720,68,M,Widowed,High,1551.13,258.5216666666667,6,2022-09-21,3,2.0,2022-06-24,1.0,2023-01-30,24,Website,0
721,45,M,Married,High,921.3299999999999,184.266,5,2022-07-16,4,,,,2023-04-28,18,Website,0
722,43,F,Divorced,High,814.74,271.58,3,2022-12-05,2,1.0,2022-07-04,1.0,2023-04-03,25,Website,0
723,21,F,Divorced,Low,2143.56,306.22285714285715,7,2022-11-03,3,2.0,2022-12-07,0.0,2023-06-02,13,Website,0
724,32,F,Single,High,477.73,238.865,2,2022-05-25,2,1.0,2022-01-25,1.0,2023-10-24,39,Website,0
725,36,M,Widowed,Low,627.29,313.645,2,2022-05-05,2,,,,2023-10-14,22,Mobile App,0
726,23,M,Single,Low,2048.2,256.025,8,2022-12-22,5,1.0,2022-10-30,0.0,2023-08-29,30,Online Banking,0
727,22,F,Married,High,1252.1,208.6833333333333,6,2022-12-23,5,,,,2023-08-13,30,Mobile App,0
728,35,F,Widowed,High,1552.44,310.488,5,2022-11-04,4,1.0,2022-10-09,1.0,2023-05-05,37,Website,0
729,23,F,Married,Low,161.07,80.535,2,2022-12-19,2,1.0,2022-07-23,0.0,2023-02-09,45,Mobile App,0
730,48,M,Single,High,1247.79,207.965,6,2022-09-17,5,1.0,2022-02-26,0.0,2023-12-20,43,Website,0
731,42,F,Married,High,1559.5,194.9375,8,2022-10-02,5,,,,2023-12-20,15,Online Banking,0
732,21,F,Married,Low,1865.72,207.3022222222222,9,2022-09-09,5,1.0,2022-01-18,1.0,2023-12-16,35,Mobile App,0
733,23,M,Divorced,Low,681.14,227.04666666666665,3,2022-11-11,2,2.0,2022-03-22,2.0,2023-01-15,6,Online Banking,1
734,58,M,Widowed,High,1047.12,209.42399999999998,5,2022-10-31,3,2.0,2022-12-11,1.0,2023-09-04,11,Mobile App,0
735,54,F,Widowed,Low,2165.4900000000002,270.68625000000003,8,2022-12-15,4,2.0,2022-08-14,1.0,2023-10-05,28,Website,0
736,67,F,Widowed,Low,576.3,192.1,3,2022-08-04,3,1.0,2022-08-05,1.0,2023-03-03,30,Website,0
737,42,M,Married,Medium,2132.05,236.89444444444447,9,2022-11-17,4,2.0,2022-09-05,1.0,2023-05-13,16,Mobile App,0
738,51,M,Divorced,High,675.36,225.12,3,2022-05-17,1,2.0,2022-11-05,2.0,2023-05-25,28,Mobile App,0
739,36,M,Single,High,338.96999999999997,169.48499999999999,2,2022-10-09,2,,,,2023-10-07,25,Online Banking,0
740,51,M,Widowed,High,2094.81,232.75666666666666,9,2022-12-02,5,1.0,2022-07-03,0.0,2023-05-27,48,Online Banking,0
741,32,F,Married,High,2317.66,289.7075,8,2022-12-15,5,1.0,2022-06-11,0.0,2023-06-22,30,Website,0
742,67,F,Divorced,High,583.1,291.55,2,2022-07-01,2,,,,2023-03-30,45,Online Banking,1
743,25,F,Divorced,Low,1118.41,279.6025,4,2022-12-15,3,2.0,2022-03-08,0.0,2023-07-28,14,Online Banking,0
744,61,F,Widowed,High,1132.03,188.67166666666665,6,2022-10-13,4,,,,2023-06-09,27,Website,0
745,64,F,Divorced,High,2639.2799999999997,293.25333333333333,9,2022-11-27,4,,,,2023-06-10,48,Website,0
746,66,M,Divorced,Medium,604.8199999999999,302.40999999999997,2,2022-10-20,1,1.0,2022-10-01,0.0,2023-12-18,30,Mobile App,0
747,51,M,Married,Low,967.0799999999999,241.76999999999998,4,2022-12-25,2,2.0,2022-03-09,2.0,2023-12-02,10,Online Banking,0
748,35,F,Single,High,284.57,142.285,2,2022-11-18,2,,,,2023-02-06,20,Mobile App,1
749,47,M,Divorced,High,618.27,206.09,3,2022-12-22,3,2.0,2022-09-03,1.0,2023-02-26,44,Online Banking,0
750,30,F,Single,High,2600.41,325.05125,8,2022-12-05,4,2.0,2022-07-29,1.0,2023-08-21,7,Website,0
751,64,F,Divorced,High,1172.35,195.39166666666665,6,2022-09-26,2,1.0,2022-12-28,0.0,2023-08-24,34,Website,0
752,50,F,Divorced,Low,2056.76,228.5288888888889,9,2022-12-06,4,2.0,2022-12-29,0.0,2023-12-07,27,Website,0
753,52,F,Divorced,Medium,1560.95,260.15833333333336,6,2022-11-16,4,2.0,2022-11-03,1.0,2023-06-26,23,Online Banking,1
754,69,M,Widowed,Medium,1122.07,280.5175,4,2022-10-26,3,,,,2023-11-04,46,Website,0
755,41,F,Widowed,High,539.68,179.89333333333332,3,2022-06-22,3,,,,2023-02-19,45,Website,0
756,43,F,Widowed,Medium,2081.7,346.95,6,2022-05-24,3,,,,2023-08-09,25,Mobile App,0
757,64,F,Single,Medium,1484.12,296.82399999999996,5,2022-11-08,4,1.0,2022-11-26,0.0,2023-09-06,28,Mobile App,1
758,68,M,Single,Medium,1725.5,191.72222222222223,9,2022-12-12,4,2.0,2022-12-14,2.0,2023-08-07,18,Online Banking,0
759,61,F,Widowed,Medium,575.97,287.985,2,2022-03-15,2,1.0,2022-05-19,0.0,2023-03-12,13,Website,0
760,59,M,Single,Medium,477.75,477.75,1,2022-05-10,1,2.0,2022-06-17,1.0,2023-01-30,13,Online Banking,0
761,64,M,Married,Low,1309.22,145.4688888888889,9,2022-12-18,3,1.0,2022-05-14,0.0,2023-01-07,45,Online Banking,0
762,18,F,Single,Low,2577.9500000000003,286.4388888888889,9,2022-09-15,5,1.0,2022-03-09,1.0,2023-11-06,34,Mobile App,1
763,30,M,Married,Low,693.13,138.626,5,2022-11-11,3,2.0,2022-12-14,0.0,2023-04-28,14,Mobile App,1
764,27,M,Widowed,Medium,496.99,496.99,1,2022-01-25,1,,,,2023-02-15,28,Mobile App,0
765,36,F,Married,Low,1079.2,215.84,5,2022-09-12,3,1.0,2022-10-31,0.0,2023-12-07,13,Online Banking,0
766,22,F,Widowed,Medium,910.23,303.41,3,2022-06-08,3,2.0,2022-09-22,0.0,2023-07-09,34,Website,0
767,25,M,Widowed,Medium,2189.69,273.71125,8,2022-12-22,4,,,,2023-08-10,5,Mobile App,0
768,21,F,Widowed,Low,1068.46,213.692,5,2022-08-17,4,,,,2023-08-22,40,Mobile App,0
769,66,M,Single,High,1257.45,251.49,5,2022-07-04,3,2.0,2022-03-26,1.0,2023-05-26,10,Mobile App,0
770,30,F,Divorced,Medium,970.67,161.77833333333334,6,2022-11-08,3,2.0,2022-10-17,2.0,2023-01-30,36,Website,0
771,55,F,Divorced,Medium,1500.63,214.3757142857143,7,2022-12-13,4,2.0,2022-05-22,1.0,2023-04-13,6,Online Banking,0
772,63,F,Married,Low,1124.58,281.145,4,2022-10-29,3,2.0,2022-12-19,2.0,2023-04-30,21,Online Banking,0
773,66,M,Divorced,Medium,1918.91,239.86375,8,2022-12-18,4,,,,2023-07-07,35,Website,0
774,63,M,Widowed,Medium,41.49,41.49,1,2022-02-03,1,,,,2023-11-24,16,Online Banking,0
775,36,M,Divorced,Medium,1586.9,317.38,5,2022-12-02,4,1.0,2022-12-09,0.0,2023-08-01,20,Website,1
776,69,F,Married,Low,1647.73,329.546,5,2022-12-23,3,2.0,2022-08-30,1.0,2023-08-06,31,Mobile App,0
777,67,M,Widowed,High,1488.0,248.0,6,2022-10-05,3,,,,2023-09-22,5,Website,1
778,25,F,Single,High,2064.51,229.39000000000001,9,2022-11-11,5,2.0,2022-12-14,1.0,2023-07-24,6,Online Banking,0
779,44,F,Widowed,Low,1563.06,260.51,6,2022-12-02,4,1.0,2022-03-31,0.0,2023-07-17,2,Mobile App,0
780,67,M,Widowed,Medium,2107.59,301.0842857142857,7,2022-12-02,5,1.0,2022-09-11,1.0,2023-10-19,39,Mobile App,0
781,64,F,Married,High,548.61,274.305,2,2022-07-20,1,1.0,2022-03-29,0.0,2023-01-28,22,Mobile App,0
782,47,M,Single,Low,1042.79,208.558,5,2022-10-15,4,1.0,2022-07-14,1.0,2023-09-07,11,Mobile App,1
783,21,F,Widowed,Low,1133.6799999999998,188.94666666666663,6,2022-10-23,2,,,,2023-08-10,15,Website,0
784,28,M,Single,Medium,1567.71,391.9275,4,2022-10-07,3,2.0,2022-04-28,1.0,2023-08-09,13,Online Banking,0
785,38,F,Widowed,Medium,1960.77,280.11,7,2022-12-19,4,1.0,2022-03-24,0.0,2023-10-08,33,Online Banking,0
786,60,F,Widowed,Low,2141.4,237.93333333333334,9,2022-11-03,5,2.0,2022-08-04,1.0,2023-09-10,46,Mobile App,0
787,19,M,Married,Low,1255.38,156.9225,8,2022-11-24,4,2.0,2022-10-27,1.0,2023-05-10,14,Website,0
788,38,M,Widowed,Low,1041.15,208.23000000000002,5,2022-12-21,2,,,,2023-08-20,39,Online Banking,1
789,34,F,Widowed,High,1755.6999999999998,219.46249999999998,8,2022-12-31,5,2.0,2022-07-21,0.0,2023-09-20,2,Website,1
790,60,M,Widowed,Medium,2782.16,309.12888888888887,9,2022-11-30,4,1.0,2022-08-11,0.0,2023-04-28,10,Website,0
791,68,F,Divorced,Low,441.32,220.66,2,2022-10-24,2,2.0,2022-11-12,0.0,2023-12-21,42,Website,1
792,46,F,Single,Medium,1381.17,276.23400000000004,5,2022-12-19,3,2.0,2022-12-20,1.0,2023-08-06,30,Online Banking,0
793,44,F,Married,High,1189.15,198.1916666666667,6,2022-07-17,3,1.0,2022-08-22,0.0,2023-10-14,32,Website,0
794,41,F,Married,Low,2430.75,405.125,6,2022-12-01,4,2.0,2022-05-20,0.0,2023-05-23,9,Website,0
795,66,F,Married,Medium,993.04,248.26,4,2022-09-20,3,1.0,2022-11-10,0.0,2023-12-31,48,Online Banking,0
796,20,M,Widowed,High,2309.95,256.6611111111111,9,2022-11-26,5,,,,2023-02-09,16,Website,0
797,56,M,Single,Low,922.22,230.555,4,2022-12-05,2,1.0,2022-01-13,0.0,2023-12-29,39,Website,0
798,27,M,Divorced,Medium,953.9499999999999,158.99166666666665,6,2022-10-31,3,2.0,2022-04-01,0.0,2023-05-27,5,Mobile App,0
799,20,F,Divorced,Low,912.13,228.0325,4,2022-09-19,2,1.0,2022-01-30,1.0,2023-01-03,46,Mobile App,1
800,62,M,Married,Medium,1213.09,242.618,5,2022-12-22,3,2.0,2022-10-02,1.0,2023-05-28,15,Online Banking,0
801,59,M,Single,Medium,1621.99,231.71285714285713,7,2022-12-30,4,,,,2023-09-05,4,Website,0
802,43,M,Divorced,High,504.29,252.145,2,2022-12-05,1,2.0,2022-10-15,1.0,2023-09-07,24,Mobile App,0
803,54,F,Married,High,2136.39,267.04875,8,2022-12-26,4,1.0,2022-11-22,1.0,2023-11-14,25,Website,0
804,44,M,Divorced,High,2218.53,316.9328571428572,7,2022-12-11,4,1.0,2022-10-16,0.0,2023-12-19,37,Website,0
805,22,M,Divorced,High,1100.6200000000001,183.4366666666667,6,2022-12-29,4,1.0,2022-06-09,0.0,2023-01-17,24,Website,0
806,59,M,Single,High,421.3,140.43333333333334,3,2022-11-06,3,1.0,2022-06-28,0.0,2023-08-20,42,Online Banking,1
807,28,F,Married,Medium,1217.41,304.3525,4,2022-11-19,3,,,,2023-02-28,13,Mobile App,1
808,30,M,Divorced,High,1759.63,293.2716666666667,6,2022-10-07,2,2.0,2022-10-22,1.0,2023-08-18,20,Online Banking,0
809,58,F,Widowed,Medium,1482.3600000000001,164.70666666666668,9,2022-12-07,5,,,,2023-02-10,5,Mobile App,0
810,51,F,Widowed,Medium,1290.08,322.52,4,2022-09-10,3,1.0,2022-09-05,0.0,2023-02-17,20,Online Banking,0
811,55,M,Divorced,Low,871.11,435.555,2,2022-04-10,2,1.0,2022-06-21,0.0,2023-04-08,18,Online Banking,0
812,57,F,Single,Medium,2042.29,291.7557142857143,7,2022-12-19,4,2.0,2022-07-13,0.0,2023-03-09,39,Mobile App,1
813,50,M,Single,Medium,2206.29,275.78625,8,2022-12-24,4,,,,2023-12-08,49,Website,0
814,51,F,Divorced,High,1650.27,183.36333333333334,9,2022-11-20,5,2.0,2022-09-04,0.0,2023-05-22,3,Online Banking,0
815,44,M,Single,Medium,493.38,246.69,2,2022-12-17,2,,,,2023-08-21,44,Online Banking,0
816,53,M,Single,High,1299.37,162.42125,8,2022-10-26,4,,,,2023-10-20,31,Online Banking,0
817,43,F,Widowed,Medium,337.9,84.475,4,2022-08-19,2,,,,2023-12-17,30,Website,0
818,68,M,Married,Medium,1295.74,161.9675,8,2022-12-16,3,1.0,2022-11-15,0.0,2023-03-23,41,Online Banking,0
819,42,F,Married,High,985.26,197.052,5,2022-11-04,4,1.0,2022-08-26,1.0,2023-05-06,24,Website,0
820,36,M,Divorced,Low,566.46,283.23,2,2022-11-07,2,,,,2023-09-08,5,Online Banking,0
821,38,F,Divorced,Medium,304.95,152.475,2,2022-09-10,2,1.0,2022-05-30,0.0,2023-06-19,20,Mobile App,0
822,48,F,Divorced,Medium,2275.24,252.8044444444444,9,2022-08-20,4,2.0,2022-06-06,2.0,2023-01-29,24,Mobile App,0
823,46,F,Widowed,High,651.38,217.12666666666667,3,2022-08-28,3,1.0,2022-11-03,0.0,2023-12-31,17,Online Banking,1
824,26,F,Widowed,High,318.01,318.01,1,2022-07-15,1,,,,2023-02-04,8,Online Banking,0
825,36,F,Single,Low,1087.05,120.78333333333333,9,2022-12-04,3,,,,2023-11-11,21,Website,0
826,43,M,Widowed,Low,1099.45,183.24166666666667,6,2022-09-09,4,1.0,2022-05-24,1.0,2023-07-18,14,Mobile App,1
827,42,M,Married,Low,2317.93,386.32166666666666,6,2022-12-15,4,,,,2023-10-09,38,Online Banking,1
828,57,F,Widowed,Medium,1361.59,340.3975,4,2022-11-06,3,1.0,2022-07-27,1.0,2023-10-12,32,Online Banking,0
829,60,M,Divorced,Medium,144.37,144.37,1,2022-08-09,1,,,,2023-06-13,36,Online Banking,0
830,46,M,Married,High,395.99,197.995,2,2022-10-23,2,,,,2023-07-17,40,Website,0
831,42,F,Single,High,1417.95,177.24375,8,2022-12-11,4,1.0,2022-06-28,1.0,2023-09-03,4,Mobile App,1
832,36,F,Married,High,1463.62,292.724,5,2022-11-22,3,,,,2023-08-22,21,Website,0
833,21,F,Widowed,Low,1000.79,200.158,5,2022-11-09,3,1.0,2022-04-23,1.0,2023-09-14,25,Mobile App,0
834,62,F,Widowed,Low,1521.8600000000001,304.372,5,2022-12-18,3,1.0,2022-04-21,1.0,2023-11-21,45,Mobile App,0
835,37,M,Single,Low,825.2,165.04000000000002,5,2022-09-25,4,1.0,2022-11-21,0.0,2023-07-21,1,Mobile App,0
836,63,M,Divorced,Medium,1130.44,188.40666666666667,6,2022-07-18,2,2.0,2022-09-20,0.0,2023-06-06,47,Mobile App,1
837,18,F,Single,Medium,1600.01,228.57285714285715,7,2022-11-04,4,,,,2023-08-26,13,Website,0
838,28,M,Single,High,1729.93,192.21444444444444,9,2022-12-21,5,2.0,2022-10-21,1.0,2023-01-03,16,Online Banking,0
839,21,M,Single,Low,1182.6,236.51999999999998,5,2022-12-16,4,,,,2023-06-28,29,Mobile App,0
840,24,F,Single,Medium,997.8299999999999,199.56599999999997,5,2022-12-24,2,1.0,2022-01-24,0.0,2023-06-24,39,Mobile App,0
841,45,M,Widowed,Low,1829.46,228.6825,8,2022-12-14,4,1.0,2022-04-11,1.0,2023-08-04,29,Website,1
842,53,M,Divorced,Medium,2806.69,350.83625,8,2022-12-04,3,1.0,2022-08-05,0.0,2023-03-29,12,Mobile App,0
843,24,F,Married,Low,1069.53,213.906,5,2022-12-03,4,1.0,2022-12-26,0.0,2023-02-07,31,Website,0
844,37,M,Divorced,Medium,1505.23,250.87166666666667,6,2022-12-03,4,,,,2023-10-31,20,Mobile App,0
845,52,M,Divorced,Medium,2238.86,279.8575,8,2022-12-23,5,,,,2023-02-18,35,Online Banking,0
846,68,M,Single,Medium,1667.48,333.496,5,2022-11-19,2,,,,2023-09-19,41,Mobile App,0
847,68,F,Divorced,Medium,1672.9299999999998,278.82166666666666,6,2022-08-17,5,2.0,2022-07-17,0.0,2023-11-22,28,Online Banking,0
848,56,F,Single,High,690.1600000000001,345.08000000000004,2,2022-11-07,2,2.0,2022-09-04,1.0,2023-01-03,35,Mobile App,1
849,38,M,Married,Low,830.54,166.108,5,2022-12-11,4,2.0,2022-10-16,1.0,2023-01-20,29,Website,0
850,61,F,Single,Medium,38.12,38.12,1,2022-04-13,1,,,,2023-08-20,44,Mobile App,1
851,18,M,Married,Medium,580.18,290.09,2,2022-12-15,1,1.0,2022-11-09,0.0,2023-01-29,39,Online Banking,0
852,54,F,Divorced,Low,569.13,142.2825,4,2022-12-17,2,1.0,2022-07-15,1.0,2023-09-23,29,Mobile App,0
853,63,M,Single,Medium,1178.95,392.98333333333335,3,2022-07-30,3,1.0,2022-05-30,1.0,2023-12-01,34,Website,0
854,59,F,Widowed,Medium,47.85,47.85,1,2022-11-01,1,2.0,2022-11-29,1.0,2023-07-12,10,Mobile App,0
855,20,M,Married,Low,2656.16,332.02,8,2022-11-10,4,2.0,2022-12-13,1.0,2023-09-25,37,Online Banking,0
856,51,M,Divorced,High,524.36,174.78666666666666,3,2022-10-02,2,,,,2023-05-18,48,Website,0
857,30,F,Married,High,379.0,379.0,1,2022-07-16,1,1.0,2022-06-02,0.0,2023-07-10,7,Mobile App,1
858,33,M,Single,Medium,224.33,112.165,2,2022-10-06,1,2.0,2022-08-07,0.0,2023-08-08,9,Website,0
859,51,M,Widowed,High,2320.9,257.8777777777778,9,2022-12-24,4,,,,2023-07-24,16,Website,0
860,41,F,Married,High,410.36,205.18,2,2022-12-07,2,2.0,2022-04-05,1.0,2023-05-27,21,Mobile App,0
861,30,F,Married,Medium,258.79,129.395,2,2022-11-30,2,1.0,2022-05-14,0.0,2023-05-16,14,Website,0
862,23,M,Married,Medium,1581.13,263.5216666666667,6,2022-12-17,4,,,,2023-03-07,2,Online Banking,0
863,56,M,Divorced,High,1031.04,147.29142857142855,7,2022-11-27,5,2.0,2022-06-29,1.0,2023-10-14,26,Online Banking,0
864,19,M,Widowed,Medium,1537.15,219.59285714285716,7,2022-12-21,5,,,,2023-03-20,34,Website,0
865,28,F,Widowed,Medium,2739.69,304.41,9,2022-09-12,4,1.0,2022-10-21,1.0,2023-06-10,47,Mobile App,0
866,24,F,Widowed,High,440.09000000000003,220.04500000000002,2,2022-07-17,1,,,,2023-12-26,49,Website,0
867,24,M,Married,Low,985.19,164.19833333333335,6,2022-12-10,3,,,,2023-12-20,18,Website,0
868,56,M,Married,High,1858.01,309.66833333333335,6,2022-10-31,4,,,,2023-07-22,12,Website,0
869,56,M,Married,High,1708.06,244.00857142857143,7,2022-10-14,4,2.0,2022-08-10,1.0,2023-12-15,19,Online Banking,1
870,29,M,Married,High,358.81,358.81,1,2022-02-08,1,1.0,2022-11-29,1.0,2023-01-18,36,Website,0
871,68,F,Single,Medium,1268.83,317.2075,4,2022-10-23,3,2.0,2022-07-16,1.0,2023-09-16,38,Online Banking,0
872,39,M,Single,High,2710.07,338.75875,8,2022-12-10,3,,,,2023-04-30,16,Website,0
873,68,M,Divorced,Medium,868.72,289.5733333333333,3,2022-11-19,3,,,,2023-10-20,46,Website,0
874,68,F,Married,Low,488.21,488.21,1,2022-09-05,1,2.0,2022-10-02,0.0,2023-12-29,8,Mobile App,0
875,69,F,Divorced,High,2066.71,258.33875,8,2022-12-20,4,,,,2023-12-02,9,Website,0
876,20,F,Widowed,Low,1940.62,242.5775,8,2022-12-28,5,1.0,2022-10-08,0.0,2023-09-20,4,Online Banking,0
877,30,F,Married,High,2189.5499999999997,312.7928571428571,7,2022-12-01,3,,,,2023-05-31,36,Website,0
878,47,M,Single,Medium,2181.62,272.7025,8,2022-10-09,5,,,,2023-08-05,47,Website,0
879,27,M,Married,Low,328.09,328.09,1,2022-12-13,1,1.0,2022-09-15,0.0,2023-07-11,38,Online Banking,0
880,69,F,Widowed,High,1311.23,187.31857142857143,7,2022-09-29,4,2.0,2022-07-06,0.0,2023-11-10,49,Online Banking,0
881,26,F,Divorced,Low,189.28,189.28,1,2022-09-16,1,2.0,2022-09-30,1.0,2023-04-01,49,Website,0
882,23,M,Married,Medium,745.26,248.42,3,2022-11-12,2,,,,2023-09-10,45,Website,0
883,61,M,Single,Medium,776.71,110.95857142857143,7,2022-10-21,5,2.0,2022-05-03,2.0,2023-10-15,4,Website,0
884,19,M,Widowed,High,2069.03,229.89222222222224,9,2022-12-06,5,1.0,2022-07-02,1.0,2023-10-05,8,Online Banking,0
885,61,F,Widowed,High,2431.0299999999997,270.1144444444444,9,2022-10-29,4,2.0,2022-10-04,1.0,2023-01-09,43,Mobile App,0
886,33,F,Divorced,Low,2197.83,313.9757142857143,7,2022-11-09,3,1.0,2022-04-08,0.0,2023-08-21,7,Mobile App,0
